ts_utc,channel,region,product,manual_review,identity_mismatch,processing_seconds
2026-09-15T13:14:27Z,mobile,southeast,auto_loan,0,0,43.2
2026-09-15T13:14:30Z,mobile,west,personal_loan,0,0,55.7
2026-09-15T13:14:42Z,web,midwest,personal_loan,0,0,31.0
2026-09-15T13:14:56Z,mobile,west,personal_loan,0,0,46.8
2026-09-15T13:15:23Z,web,northeast,personal_loan,1,0,35.2
2026-09-15T13:15:49Z,mobile,west,personal_loan,0,0,37.6
2026-09-15T13:15:59Z,mobile,midwest,credit_card,0,0,54.6
2026-09-15T13:16:02Z,web,southeast,personal_loan,0,0,15.2
2026-09-15T13:16:08Z,web,midwest,personal_loan,0,0,33.4
2026-09-15T13:16:26Z,web,midwest,auto_loan,0,0,45.8
2026-09-15T13:16:27Z,web,midwest,personal_loan,0,0,38.3
2026-09-15T13:16:44Z,web,northeast,auto_loan,0,0,20.2
2026-09-15T13:16:46Z,mobile,west,auto_loan,0,0,41.6
2026-09-15T13:16:49Z,web,northeast,auto_loan,0,0,19.0
2026-09-15T13:17:10Z,mobile,west,personal_loan,0,0,41.8
2026-09-15T13:17:13Z,mobile,northeast,personal_loan,0,0,49.3
2026-09-15T13:17:29Z,mobile,northeast,credit_card,1,0,49.7
2026-09-15T13:17:32Z,web,midwest,personal_loan,0,0,30.7
2026-09-15T13:17:50Z,web,northeast,credit_card,0,0,47.9
2026-09-15T13:17:51Z,partner,west,auto_loan,0,0,58.5
2026-09-15T13:17:53Z,mobile,southeast,personal_loan,0,0,43.9
2026-09-15T13:17:59Z,mobile,west,credit_card,0,0,44.4
2026-09-15T13:18:01Z,web,northeast,personal_loan,0,0,28.3
2026-09-15T13:18:15Z,web,northeast,auto_loan,0,0,33.7
2026-09-15T13:18:17Z,mobile,midwest,personal_loan,0,0,51.1
2026-09-15T13:18:18Z,web,southeast,auto_loan,0,0,22.4
2026-09-15T13:18:33Z,mobile,midwest,auto_loan,0,0,35.8
2026-09-15T13:18:53Z,partner,southeast,auto_loan,0,0,56.7
2026-09-15T13:19:06Z,web,west,auto_loan,0,0,43.9
2026-09-15T13:19:24Z,mobile,midwest,auto_loan,0,0,43.8
2026-09-15T13:19:30Z,partner,southeast,auto_loan,0,0,58.2
2026-09-15T13:19:57Z,mobile,northeast,credit_card,0,0,44.0
2026-09-15T13:20:15Z,mobile,west,personal_loan,0,0,60.5
2026-09-15T13:20:21Z,web,west,auto_loan,0,0,28.2
2026-09-15T13:20:42Z,web,northeast,auto_loan,0,0,25.7
2026-09-15T13:21:12Z,web,midwest,auto_loan,0,0,30.2
2026-09-15T13:21:18Z,web,west,credit_card,0,0,27.8
2026-09-15T13:21:43Z,partner,midwest,auto_loan,0,0,51.5
2026-09-15T13:21:50Z,web,southeast,auto_loan,1,0,28.9
2026-09-15T13:22:10Z,web,northeast,personal_loan,0,0,37.0
2026-09-15T13:22:45Z,web,northeast,personal_loan,0,0,20.0
2026-09-15T13:22:46Z,web,west,personal_loan,0,0,41.5
2026-09-15T13:22:52Z,web,northeast,personal_loan,0,0,40.0
2026-09-15T13:22:53Z,mobile,west,credit_card,1,0,37.6
2026-09-15T13:22:56Z,web,northeast,auto_loan,0,0,34.2
2026-09-15T13:23:06Z,web,west,personal_loan,0,0,24.5
2026-09-15T13:23:22Z,mobile,west,personal_loan,0,0,58.8
2026-09-15T13:23:31Z,web,midwest,personal_loan,0,0,39.5
2026-09-15T13:23:34Z,web,midwest,personal_loan,0,0,33.5
2026-09-15T13:23:47Z,partner,west,personal_loan,0,0,49.7
2026-09-15T13:23:49Z,web,midwest,auto_loan,0,0,25.2
2026-09-15T13:24:13Z,web,southeast,personal_loan,0,0,46.3
2026-09-15T13:24:22Z,mobile,northeast,auto_loan,0,0,48.1
2026-09-15T13:24:30Z,mobile,northeast,personal_loan,1,0,39.8
2026-09-15T13:24:36Z,web,northeast,personal_loan,0,0,33.3
2026-09-15T13:24:42Z,web,midwest,personal_loan,0,0,16.9
2026-09-15T13:24:48Z,mobile,west,personal_loan,0,0,41.6
2026-09-15T13:25:06Z,mobile,west,personal_loan,0,0,38.7
2026-09-15T13:25:13Z,partner,west,personal_loan,0,0,53.1
2026-09-15T13:25:23Z,web,midwest,credit_card,0,0,31.8
2026-09-15T13:25:33Z,mobile,southeast,personal_loan,0,0,40.5
2026-09-15T13:25:39Z,web,midwest,auto_loan,0,0,29.7
2026-09-15T13:26:03Z,web,northeast,personal_loan,0,0,30.2
2026-09-15T13:26:04Z,web,midwest,auto_loan,0,0,39.2
2026-09-15T13:26:12Z,mobile,southeast,personal_loan,0,0,40.1
2026-09-15T13:26:16Z,web,southeast,auto_loan,0,0,32.1
2026-09-15T13:26:35Z,web,southeast,auto_loan,0,0,37.5
2026-09-15T13:26:38Z,mobile,southeast,personal_loan,0,0,41.8
2026-09-15T13:26:41Z,mobile,midwest,personal_loan,0,0,54.3
2026-09-15T13:26:49Z,mobile,southeast,credit_card,0,0,38.2
2026-09-15T13:27:12Z,mobile,west,personal_loan,0,0,48.7
2026-09-15T13:27:14Z,partner,west,auto_loan,0,0,42.4
2026-09-15T13:27:16Z,web,southeast,personal_loan,0,0,28.0
2026-09-15T13:27:17Z,partner,northeast,personal_loan,1,0,43.0
2026-09-15T13:27:34Z,web,southeast,personal_loan,0,0,32.0
2026-09-15T13:27:55Z,web,northeast,auto_loan,0,0,21.7
2026-09-15T13:28:05Z,web,southeast,personal_loan,0,0,20.5
2026-09-15T13:28:12Z,mobile,midwest,auto_loan,0,0,44.1
2026-09-15T13:28:23Z,web,west,personal_loan,0,0,26.8
2026-09-15T13:28:35Z,mobile,southeast,personal_loan,0,0,44.8
2026-09-15T13:28:40Z,web,northeast,credit_card,0,0,20.2
2026-09-15T13:28:44Z,web,southeast,auto_loan,0,0,34.1
2026-09-15T13:28:52Z,web,west,personal_loan,0,0,13.6
2026-09-15T13:28:55Z,web,northeast,personal_loan,0,0,47.6
2026-09-15T13:28:56Z,web,southeast,personal_loan,0,0,25.7
2026-09-15T13:29:15Z,mobile,northeast,auto_loan,0,0,54.5
2026-09-15T13:29:24Z,partner,west,credit_card,0,0,40.1
2026-09-15T13:29:40Z,web,southeast,credit_card,0,0,40.0
2026-09-15T13:30:07Z,mobile,midwest,credit_card,0,0,41.9
2026-09-15T13:30:12Z,mobile,west,credit_card,0,0,38.9
2026-09-15T13:30:12Z,mobile,northeast,credit_card,0,0,56.3
2026-09-15T13:30:16Z,partner,northeast,personal_loan,0,0,55.3
2026-09-15T13:30:22Z,web,west,personal_loan,0,0,35.8
2026-09-15T13:30:27Z,web,southeast,auto_loan,1,0,23.2
2026-09-15T13:30:28Z,web,southeast,personal_loan,0,0,32.4
2026-09-15T13:30:37Z,web,west,auto_loan,0,0,40.7
2026-09-15T13:30:44Z,web,northeast,auto_loan,0,0,47.0
2026-09-15T13:30:48Z,web,midwest,credit_card,0,0,30.0
2026-09-15T13:30:49Z,mobile,northeast,personal_loan,0,0,39.8
2026-09-15T13:31:20Z,web,west,auto_loan,0,0,42.5
2026-09-15T13:31:22Z,web,midwest,credit_card,0,0,34.6
2026-09-15T13:31:43Z,web,west,auto_loan,0,0,24.9
2026-09-15T13:31:56Z,web,southeast,auto_loan,0,0,22.7
2026-09-15T13:32:04Z,mobile,northeast,auto_loan,0,0,45.6
2026-09-15T13:32:10Z,mobile,west,personal_loan,0,0,42.8
2026-09-15T13:32:20Z,web,southeast,credit_card,0,0,34.5
2026-09-15T13:32:26Z,web,northeast,personal_loan,0,0,30.0
2026-09-15T13:32:40Z,web,northeast,auto_loan,0,0,27.9
2026-09-15T13:32:45Z,partner,midwest,auto_loan,0,0,54.3
2026-09-15T13:32:45Z,web,northeast,personal_loan,1,0,35.1
2026-09-15T13:33:06Z,web,northeast,auto_loan,0,0,35.4
2026-09-15T13:33:09Z,web,northeast,personal_loan,0,0,28.4
2026-09-15T13:33:23Z,web,northeast,personal_loan,0,0,29.1
2026-09-15T13:33:26Z,mobile,west,auto_loan,0,0,52.5
2026-09-15T13:33:40Z,mobile,midwest,personal_loan,0,0,32.6
2026-09-15T13:34:26Z,web,west,credit_card,0,0,28.7
2026-09-15T13:34:28Z,partner,west,personal_loan,1,0,70.1
2026-09-15T13:34:38Z,web,west,personal_loan,0,0,28.9
2026-09-15T13:34:50Z,mobile,southeast,personal_loan,0,0,37.7
2026-09-15T13:35:01Z,web,west,auto_loan,0,0,38.2
2026-09-15T13:35:07Z,partner,west,personal_loan,0,0,48.7
2026-09-15T13:35:12Z,mobile,midwest,auto_loan,0,0,48.2
2026-09-15T13:35:24Z,partner,midwest,auto_loan,0,0,58.3
2026-09-15T13:35:27Z,mobile,west,personal_loan,0,0,42.3
2026-09-15T13:35:49Z,mobile,southeast,auto_loan,0,0,38.9
2026-09-15T13:35:55Z,partner,west,personal_loan,0,0,46.5
2026-09-15T13:36:06Z,web,northeast,personal_loan,0,0,32.4
2026-09-15T13:36:18Z,mobile,northeast,personal_loan,0,0,36.1
2026-09-15T13:36:26Z,web,northeast,personal_loan,0,0,23.0
2026-09-15T13:36:38Z,web,west,personal_loan,0,0,28.1
2026-09-15T13:36:41Z,mobile,southeast,auto_loan,0,0,37.4
2026-09-15T13:36:46Z,web,southeast,personal_loan,0,0,26.3
2026-09-15T13:36:46Z,mobile,southeast,credit_card,0,0,46.5
2026-09-15T13:36:59Z,partner,northeast,auto_loan,1,0,43.4
2026-09-15T13:37:12Z,web,northeast,credit_card,0,0,41.7
2026-09-15T13:37:24Z,web,midwest,personal_loan,1,0,38.3
2026-09-15T13:37:27Z,web,midwest,auto_loan,0,0,32.7
2026-09-15T13:37:37Z,partner,northeast,personal_loan,1,0,64.8
2026-09-15T13:38:10Z,web,west,auto_loan,0,0,25.6
2026-09-15T13:38:12Z,web,southeast,credit_card,0,0,48.9
2026-09-15T13:39:22Z,mobile,midwest,personal_loan,0,0,52.4
2026-09-15T13:39:25Z,web,midwest,auto_loan,0,0,16.9
2026-09-15T13:39:52Z,partner,northeast,credit_card,0,0,59.3
2026-09-15T13:40:01Z,mobile,west,personal_loan,0,0,37.1
2026-09-15T13:40:04Z,web,west,personal_loan,0,0,26.0
2026-09-15T13:40:27Z,mobile,northeast,personal_loan,0,0,40.8
2026-09-15T13:40:30Z,partner,southeast,personal_loan,1,0,63.3
2026-09-15T13:40:40Z,partner,southeast,credit_card,0,0,66.0
2026-09-15T13:40:52Z,mobile,northeast,personal_loan,0,0,33.7
2026-09-15T13:40:54Z,mobile,midwest,personal_loan,0,0,34.5
2026-09-15T13:41:05Z,web,west,credit_card,0,0,15.4
2026-09-15T13:41:14Z,web,west,auto_loan,1,0,31.4
2026-09-15T13:41:25Z,partner,northeast,credit_card,0,0,48.2
2026-09-15T13:41:35Z,web,west,personal_loan,0,0,25.5
2026-09-15T13:41:44Z,web,southeast,personal_loan,0,0,35.9
2026-09-15T13:41:54Z,mobile,midwest,personal_loan,0,0,54.5
2026-09-15T13:42:15Z,mobile,midwest,auto_loan,0,0,48.4
2026-09-15T13:42:16Z,mobile,northeast,auto_loan,1,0,31.2
2026-09-15T13:42:34Z,partner,midwest,personal_loan,0,0,68.9
2026-09-15T13:42:59Z,mobile,midwest,personal_loan,0,0,38.9
2026-09-15T13:43:18Z,web,northeast,credit_card,0,0,34.3
2026-09-15T13:43:43Z,mobile,west,auto_loan,0,0,47.8
2026-09-15T13:44:09Z,web,southeast,personal_loan,0,0,28.4
2026-09-15T13:44:09Z,partner,northeast,personal_loan,0,0,70.0
2026-09-15T13:44:21Z,web,southeast,credit_card,0,0,35.7
2026-09-15T13:44:25Z,mobile,midwest,auto_loan,0,0,41.6
2026-09-15T13:44:46Z,web,northeast,personal_loan,0,0,31.5
2026-09-15T13:44:57Z,web,northeast,personal_loan,0,0,26.4
2026-09-15T13:44:59Z,mobile,midwest,credit_card,0,0,54.2
2026-09-15T13:45:09Z,web,northeast,auto_loan,0,0,37.0
2026-09-15T13:45:54Z,mobile,west,auto_loan,0,0,50.0
2026-09-15T13:45:55Z,web,west,personal_loan,0,0,27.0
2026-09-15T13:46:13Z,mobile,southeast,personal_loan,1,1,44.1
2026-09-15T13:46:24Z,web,midwest,personal_loan,0,0,28.1
2026-09-15T13:46:34Z,web,southeast,auto_loan,0,0,31.0
2026-09-15T13:46:35Z,web,southeast,auto_loan,0,0,27.5
2026-09-15T13:46:55Z,web,west,personal_loan,0,0,39.9
2026-09-15T13:46:57Z,web,west,credit_card,1,0,51.8
2026-09-15T13:47:07Z,web,northeast,auto_loan,0,0,27.9
2026-09-15T13:47:09Z,mobile,northeast,auto_loan,0,0,48.0
2026-09-15T13:47:09Z,web,midwest,credit_card,0,0,30.3
2026-09-15T13:47:18Z,web,west,auto_loan,0,0,31.3
2026-09-15T13:47:22Z,mobile,northeast,auto_loan,0,0,42.6
2026-09-15T13:47:24Z,mobile,midwest,personal_loan,0,0,46.1
2026-09-15T13:47:43Z,mobile,southeast,auto_loan,0,0,50.4
2026-09-15T13:47:52Z,web,southeast,credit_card,0,0,42.1
2026-09-15T13:48:17Z,web,midwest,personal_loan,0,0,30.6
2026-09-15T13:48:23Z,web,west,personal_loan,0,0,29.4
2026-09-15T13:48:26Z,web,southeast,auto_loan,0,0,35.9
2026-09-15T13:48:31Z,web,southeast,personal_loan,0,0,30.5
2026-09-15T13:48:39Z,web,west,personal_loan,0,0,39.1
2026-09-15T13:49:20Z,web,northeast,personal_loan,1,1,18.1
2026-09-15T13:49:44Z,web,west,personal_loan,0,0,30.8
2026-09-15T13:49:57Z,web,west,personal_loan,0,0,26.5
2026-09-15T13:50:08Z,mobile,northeast,personal_loan,0,0,40.2
2026-09-15T13:50:17Z,web,west,auto_loan,0,0,24.1
2026-09-15T13:50:51Z,mobile,west,auto_loan,0,0,38.4
2026-09-15T13:51:24Z,web,southeast,personal_loan,0,0,27.9
2026-09-15T13:51:25Z,mobile,northeast,auto_loan,0,0,54.9
2026-09-15T13:51:26Z,mobile,midwest,personal_loan,0,0,47.5
2026-09-15T13:51:56Z,web,northeast,personal_loan,0,0,32.7
2026-09-15T13:52:00Z,mobile,northeast,credit_card,0,0,45.6
2026-09-15T13:52:18Z,web,southeast,credit_card,0,0,35.7
2026-09-15T13:52:24Z,mobile,west,credit_card,0,0,40.0
2026-09-15T13:52:59Z,mobile,southeast,auto_loan,1,0,53.4
2026-09-15T13:53:12Z,web,northeast,personal_loan,0,0,19.2
2026-09-15T13:53:16Z,web,northeast,credit_card,0,0,41.7
2026-09-15T13:53:19Z,mobile,west,personal_loan,0,0,54.5
2026-09-15T13:53:41Z,mobile,midwest,personal_loan,0,0,38.1
2026-09-15T13:53:47Z,mobile,southeast,auto_loan,0,0,56.4
2026-09-15T13:53:48Z,web,west,personal_loan,0,0,41.3
2026-09-15T13:53:53Z,web,northeast,personal_loan,0,0,32.6
2026-09-15T13:54:17Z,web,southeast,credit_card,0,0,43.6
2026-09-15T13:54:53Z,web,west,personal_loan,0,0,39.6
2026-09-15T13:55:16Z,web,southeast,credit_card,1,0,19.1
2026-09-15T13:55:17Z,web,northeast,auto_loan,0,0,31.2
2026-09-15T13:55:22Z,web,west,auto_loan,0,0,32.7
2026-09-15T13:55:49Z,mobile,northeast,personal_loan,0,0,41.5
2026-09-15T13:55:52Z,web,midwest,personal_loan,0,0,23.5
2026-09-15T13:55:56Z,web,midwest,personal_loan,0,0,46.8
2026-09-15T13:56:07Z,web,northeast,personal_loan,0,0,23.6
2026-09-15T13:56:25Z,web,west,personal_loan,0,0,30.6
2026-09-15T13:56:34Z,web,west,auto_loan,0,0,12.8
2026-09-15T13:56:38Z,web,northeast,auto_loan,0,0,29.8
2026-09-15T13:56:46Z,web,northeast,personal_loan,0,0,21.6
2026-09-15T13:56:48Z,web,west,personal_loan,0,0,37.2
2026-09-15T13:57:13Z,mobile,northeast,personal_loan,0,0,46.1
2026-09-15T13:57:16Z,web,midwest,personal_loan,0,0,27.2
2026-09-15T13:57:24Z,mobile,northeast,personal_loan,0,0,47.7
2026-09-15T13:57:27Z,mobile,northeast,personal_loan,0,0,46.0
2026-09-15T13:57:28Z,web,northeast,credit_card,0,0,26.9
2026-09-15T13:57:36Z,web,northeast,personal_loan,0,0,33.2
2026-09-15T13:58:06Z,mobile,west,auto_loan,0,0,52.3
2026-09-15T13:58:40Z,web,northeast,personal_loan,0,0,26.1
2026-09-15T13:58:53Z,web,northeast,auto_loan,0,0,21.5
2026-09-15T13:59:17Z,web,west,personal_loan,0,0,42.1
2026-09-15T13:59:26Z,web,southeast,credit_card,0,0,27.0
2026-09-15T13:59:26Z,web,west,auto_loan,0,0,29.2
2026-09-15T13:59:27Z,mobile,southeast,credit_card,0,0,54.9
2026-09-15T13:59:32Z,mobile,northeast,credit_card,0,0,46.2
2026-09-15T13:59:44Z,web,midwest,personal_loan,0,0,43.2
2026-09-15T13:59:46Z,web,midwest,personal_loan,0,0,24.7
